group,name,model,description,clock_ghz,array_rows,array_cols,bidirectional,systolic_units,vector_cores,access_cores,vec_simd,exp_lat,access_bw,dma_channels,hbm_bw_tb_s,hbm_lat_cycles,ibuf_kb,obuf_kb,stage_double_buffer,model_sram,tile_rows,tile_cols,mode,num_layers,hidden_dim,head_dim,intermediate_dim,num_q_heads,num_kv_heads,gqa_group,prompt_len,gen_steps,max_seq_len,kv_cache,cycles,MACs,hbm_bytes,systolic_util_pct,systolic_0_util_pct,systolic_1_util_pct,dma_util_pct,vec_util_pct,access_util_pct,roofline_eff_pct,roofline_bound,compute_bound_cyc,memory_bound_cyc,ttft_ns,decode_tps,tflops_achieved,hbm_bw_achieved_tb_s,tflops_peak,hbm_util_pct,arith_intensity,ttft_per_token_ns,bytes_per_token,systolic_imbalance,mem_compute_ratio,ffn_mac_pct,attn_mac_pct,ffn_attn_crossover_tok,pub_hbm_util_pct,pub_tps_bs1,calib_hbm_err_pct,wall_s,peak_rss_mb,status
1b_systolic_units,sys2x_pd,8b,systolic_units=2 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,414638661,2149116346368,34354708480,65.4025,74.1419,56.663,34.0986,27.8594,4.70665,4.14273,memory-bound,8198230.0,17177400.0,414639000.0,4941.65,10.3662,0.0829,524.288,4.15,62.56,202460.45,16766573,17.48,2.095,72.7,27.3,12288,,,,10.4,,OK
1b_systolic_units,sys2x_dec,8b,systolic_units=2 [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.340823,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1b_systolic_units,sys3x_pd,8b,systolic_units=3 [mode=prefill_decode],1.0,256,256,True,3,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,343123157,2149116346368,34354708480,52.6893,67.7603,46.6705,41.2056,33.666,5.68764,5.00618,memory-bound,5465490.0,17177400.0,343123000.0,5971.62,12.5268,0.1001,786.432,5.0,62.56,167540.53,16766573,21.09,3.143,72.7,27.3,12288,,,,10.3,,OK
1b_systolic_units,sys3x_dec,8b,systolic_units=3 [mode=decode],1.0,256,256,True,3,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,22951474,1370030080,2538811392,61.4807,87.697,48.7741,26.8135,0.422326,1.20536,5.53083,memory-bound,3485.0,1269410.0,22951500.0,43.5702,0.1194,0.1106,786.432,5.53,0.54,,2538811392,38.92,364.25,72.7,27.3,12288,,,,0.8,,OK
1b_systolic_units,sys4x_pd,8b,systolic_units=4 [mode=prefill_decode],1.0,256,256,True,4,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,308275925,2149116346368,34354708480,43.984,63.6092,40.3586,45.8634,37.4716,6.33056,5.57207,memory-bound,4099120.0,17177400.0,308276000.0,6646.64,13.9428,0.1114,1048.576,5.57,62.56,150525.39,16766573,23.25,4.191,72.7,27.3,12288,,,,10.8,,OK
1b_systolic_units,sys4x_dec,8b,systolic_units=4 [mode=decode],1.0,256,256,True,4,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,20289394,1370030080,2538811392,52.1605,86.061,42.0312,30.3316,0.477737,1.36351,6.2565,memory-bound,2614.0,1269410.0,20289400.0,49.2868,0.135,0.1251,1048.576,6.25,0.54,,2538811392,44.03,485.62,72.7,27.3,12288,,,,0.8,,OK
1c_bidirectional,unidir_pd,8b,"bidirectional=False  (bidir=2 MACs/cell/cycle, unidir=1) [mode=prefill_decode]",1.0,256,256,False,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,506633285,2149116346368,34354708480,71.2295,80.3668,62.0922,27.907,22.8007,3.85202,3.39049,memory-bound,16396500.0,17177400.0,506633000.0,4044.35,8.4839,0.0678,262.144,3.39,62.56,247379.39,16766573,18.27,1.048,72.7,27.3,12288,,,,10.3,,OK
1c_bidirectional,unidir_dec,8b,"bidirectional=False  (bidir=2 MACs/cell/cycle, unidir=1) [mode=decode]",1.0,256,256,False,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,36917474,1370030080,2538811392,76.2954,92.396,60.1947,16.6699,0.262559,0.749369,3.4385,memory-bound,10453.0,1269410.0,36917500.0,27.0874,0.0742,0.0688,262.144,3.44,0.54,,2538811392,32.2,121.44,72.7,27.3,12288,,,,0.8,,OK
1c_bidirectional,bidir_pd,8b,"bidirectional=True  (bidir=2 MACs/cell/cycle, unidir=1) [mode=prefill_decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,414638661,2149116346368,34354708480,65.4025,74.1419,56.663,34.0986,27.8594,4.70665,4.14273,memory-bound,8198230.0,17177400.0,414639000.0,4941.65,10.3662,0.0829,524.288,4.15,62.56,202460.45,16766573,17.48,2.095,72.7,27.3,12288,,,,10.2,,OK
1c_bidirectional,bidir_dec,8b,"bidirectional=True  (bidir=2 MACs/cell/cycle, unidir=1) [mode=decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.340823,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1d_vector_cores,vc1_pd,8b,vector_cores=1 [mode=prefill_decode],1.0,256,256,True,2,1,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,529162277,2149116346368,34354708480,51.2478,59.2569,43.2386,26.7188,65.4899,3.68802,3.24614,memory-bound,8198230.0,17177400.0,529162000.0,3872.16,8.1227,0.0649,524.288,3.25,62.56,258379.88,16766573,16.02,2.095,72.7,27.3,12288,,,,10.3,,OK
1d_vector_cores,vc1_dec,8b,vector_cores=1 [mode=decode],1.0,256,256,True,2,1,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28440066,1370030080,2538811392,74.4235,90.1291,58.7178,21.6388,1.02247,0.97274,4.46344,memory-bound,5227.0,1269410.0,28440100.0,35.1617,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1d_vector_cores,vc2_pd,8b,vector_cores=2 [mode=prefill_decode],1.0,256,256,True,2,2,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,443110085,2149116346368,34354708480,61.2001,69.8966,52.5036,31.9076,39.104,4.40423,3.87654,memory-bound,8198230.0,17177400.0,443110000.0,4624.13,9.7001,0.0775,524.288,3.88,62.56,216362.3,16766573,17.39,2.095,72.7,27.3,12288,,,,10.4,,OK
1d_vector_cores,vc2_dec,8b,vector_cores=2 [mode=decode],1.0,256,256,True,2,2,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.511235,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1d_vector_cores,vc3_pd,8b,vector_cores=3 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,414638661,2149116346368,34354708480,65.4025,74.1419,56.663,34.0986,27.8594,4.70665,4.14273,memory-bound,8198230.0,17177400.0,414639000.0,4941.65,10.3662,0.0829,524.288,4.15,62.56,202460.45,16766573,17.48,2.095,72.7,27.3,12288,,,,10.4,,OK
1d_vector_cores,vc3_dec,8b,vector_cores=3 [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.340823,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1d_vector_cores,vc6_pd,8b,vector_cores=6 [mode=prefill_decode],1.0,256,256,True,2,6,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,386986181,2149116346368,34354708480,70.0759,78.538,61.6137,36.5351,14.9251,5.04297,4.43875,memory-bound,8198230.0,17177400.0,386986000.0,5294.76,11.1069,0.0888,524.288,4.44,62.56,188958.01,16766573,16.92,2.095,72.7,27.3,12288,,,,10.4,,OK
1d_vector_cores,vc6_dec,8b,vector_cores=6 [mode=decode],1.0,256,256,True,2,6,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.170412,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1e_simd_exp,simd16_exp4_pd,8b,simd=16 exp_lat=4  [narrow SIMD baseline] [mode=prefill_decode],1.0,256,256,True,2,3,1,16,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,626896731,2149116346368,34354708480,43.2581,49.9187,36.5976,22.5533,73.7017,3.11305,2.74006,memory-bound,8198230.0,17177400.0,626897000.0,3268.48,6.8564,0.0548,524.288,2.74,62.56,306102.05,16766573,13.32,2.095,72.7,27.3,12288,,,,10.8,,OK
1e_simd_exp,simd16_exp4_dec,8b,simd=16 exp_lat=4  [narrow SIMD baseline] [mode=decode],1.0,256,256,True,2,3,1,16,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28515429,1370030080,2538811392,74.2268,89.8909,58.5627,21.5816,1.25485,0.97017,4.45165,memory-bound,5227.0,1269410.0,28515400.0,35.0687,0.0961,0.089,524.288,4.45,0.54,,2538811392,31.33,242.856,72.7,27.3,12288,,,,0.8,,OK
1e_simd_exp,simd32_exp4_pd,8b,simd=32 exp_lat=4  [half-width] [mode=prefill_decode],1.0,256,256,True,2,3,1,32,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,478416389,2149116346368,34354708480,56.6837,64.8745,48.4928,29.5529,48.2888,4.07921,3.59046,memory-bound,8198230.0,17177400.0,478416000.0,4282.88,8.9843,0.0718,524.288,3.59,62.56,233601.56,16766573,16.38,2.095,72.7,27.3,12288,,,,10.3,,OK
1e_simd_exp,simd32_exp4_dec,8b,simd=32 exp_lat=4  [half-width] [mode=decode],1.0,256,256,True,2,3,1,32,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28464122,1370030080,2538811392,74.3606,90.0529,58.6682,21.6206,0.64606,0.971918,4.45967,memory-bound,5227.0,1269410.0,28464100.0,35.1319,0.0963,0.0892,524.288,4.46,0.54,,2538811392,31.38,242.856,72.7,27.3,12288,,,,0.8,,OK
1e_simd_exp,simd64_exp2_pd,8b,"simd=64 exp_lat=2  [default SIMD, fast exp] [mode=prefill_decode]",1.0,256,256,True,2,3,1,64,2,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,401988885,2149116346368,34354708480,67.4605,76.1357,58.7853,35.1716,24.8906,4.85476,4.27309,memory-bound,8198230.0,17177400.0,401989000.0,5097.16,10.6924,0.0855,524.288,4.28,62.56,196283.69,16766573,17.35,2.095,72.7,27.3,12288,,,,10.2,,OK
1e_simd_exp,simd64_exp2_dec,8b,"simd=64 exp_lat=2  [default SIMD, fast exp] [mode=decode]",1.0,256,256,True,2,3,1,64,2,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28435930,1370030080,2538811392,74.4343,90.1422,58.7264,21.642,0.279679,0.972882,4.46409,memory-bound,5227.0,1269410.0,28435900.0,35.1668,0.0964,0.0893,524.288,4.46,0.54,,2538811392,31.42,242.856,72.7,27.3,12288,,,,0.8,,OK
1e_simd_exp,simd64_exp4_pd,8b,"simd=64 exp_lat=4  [default SIMD, default exp] [mode=prefill_decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,414638661,2149116346368,34354708480,65.4025,74.1419,56.663,34.0986,27.8594,4.70665,4.14273,memory-bound,8198230.0,17177400.0,414639000.0,4941.65,10.3662,0.0829,524.288,4.15,62.56,202460.45,16766573,17.48,2.095,72.7,27.3,12288,,,,10.2,,OK
1e_simd_exp,simd64_exp4_dec,8b,"simd=64 exp_lat=4  [default SIMD, default exp] [mode=decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.340823,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1e_simd_exp,simd64_exp8_pd,8b,"simd=64 exp_lat=8  [default SIMD, slow exp — shows attn sensitivity] [mode=prefill_decode]",1.0,256,256,True,2,3,1,64,8,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,439941285,2149116346368,34354708480,61.6409,70.3442,52.9376,32.1375,33.2847,4.43596,3.90447,memory-bound,8198230.0,17177400.0,439941000.0,4657.44,9.77,0.0781,524.288,3.91,62.56,214814.94,16766573,17.41,2.095,72.7,27.3,12288,,,,10.3,,OK
1e_simd_exp,simd64_exp8_dec,8b,"simd=64 exp_lat=8  [default SIMD, slow exp — shows attn sensitivity] [mode=decode]",1.0,256,256,True,2,3,1,64,8,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28448050,1370030080,2538811392,74.4026,90.1038,58.7014,21.6328,0.463059,0.972467,4.46219,memory-bound,5227.0,1269410.0,28448000.0,35.1518,0.0963,0.0892,524.288,4.46,0.54,,2538811392,31.4,242.856,72.7,27.3,12288,,,,0.8,,OK
1e_simd_exp,simd128_exp4_pd,8b,simd=128 exp_lat=4  [wide SIMD — benefit peaks at long seq] [mode=prefill_decode],1.0,256,256,True,2,3,1,128,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,383423213,2149116346368,34354708480,70.727,79.1365,62.3176,36.8746,15.0655,5.08983,4.48,memory-bound,8198230.0,17177400.0,383423000.0,5343.96,11.2102,0.0896,524.288,4.48,62.56,187218.26,16766573,16.82,2.095,72.7,27.3,12288,,,,10.2,,OK
1e_simd_exp,simd128_exp4_dec,8b,simd=128 exp_lat=4  [wide SIMD — benefit peaks at long seq] [mode=decode],1.0,256,256,True,2,3,1,128,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28427934,1370030080,2538811392,74.4552,90.1675,58.7429,21.6481,0.193788,0.973155,4.46535,memory-bound,5227.0,1269410.0,28427900.0,35.1767,0.0964,0.0893,524.288,4.46,0.54,,2538811392,31.42,242.856,72.7,27.3,12288,,,,0.8,,OK
1f_access_bw,abw32_pd,8b,access_core.bandwidth=32 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,32,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,418742001,2149116346368,34354708480,64.7616,73.3303,56.1928,33.7644,27.5864,9.32082,4.10213,memory-bound,8198230.0,17177400.0,418742000.0,4893.23,10.2646,0.082,524.288,4.1,62.56,204463.87,16766573,17.14,2.095,72.7,27.3,12288,,,,11.0,,OK
1f_access_bw,abw32_dec,8b,access_core.bandwidth=32 [mode=decode],1.0,256,256,True,2,3,1,64,4,32,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28445176,1370030080,2538811392,74.4101,90.1129,58.7073,21.635,0.340761,1.94153,4.46264,memory-bound,5227.0,1269410.0,28445200.0,35.1553,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1f_access_bw,abw64_pd,8b,access_core.bandwidth=64 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,414638661,2149116346368,34354708480,65.4025,74.1419,56.663,34.0986,27.8594,4.70665,4.14273,memory-bound,8198230.0,17177400.0,414639000.0,4941.65,10.3662,0.0829,524.288,4.15,62.56,202460.45,16766573,17.48,2.095,72.7,27.3,12288,,,,10.3,,OK
1f_access_bw,abw64_dec,8b,access_core.bandwidth=64 [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28439970,1370030080,2538811392,74.4237,90.1294,58.718,21.6389,0.340823,0.972744,4.46346,memory-bound,5227.0,1269410.0,28440000.0,35.1618,0.0963,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
1f_access_bw,abw128_pd,8b,access_core.bandwidth=128 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,128,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,413217391,2149116346368,34354708480,65.6274,74.4237,56.8311,34.2159,27.9552,2.36163,4.15698,memory-bound,8198230.0,17177400.0,413217000.0,4958.65,10.4019,0.0831,524.288,4.15,62.56,201766.11,16766573,17.59,2.095,72.7,27.3,12288,,,,10.8,,OK
1f_access_bw,abw128_dec,8b,access_core.bandwidth=128 [mode=decode],1.0,256,256,True,2,3,1,64,4,128,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,28437623,1370030080,2538811392,74.4298,90.1368,58.7229,21.6407,0.340851,0.489394,4.46383,memory-bound,5227.0,1269410.0,28437600.0,35.1647,0.0964,0.0893,524.288,4.46,0.54,,2538811392,31.41,242.856,72.7,27.3,12288,,,,0.8,,OK
2a_hbm_bw,bw0.5TB_pd,8b,hbm_bw=0.5 TB/s (LPDDR5X) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,0.5,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,468927142,2149116346368,34354708480,57.8307,65.6082,50.0532,41.1266,24.6341,4.16176,14.6525,memory-bound,8198230.0,68709400.0,468927000.0,4369.55,9.1661,0.0733,524.288,14.66,62.56,228968.26,16766573,15.55,8.381,72.7,27.3,12288,,,,10.4,,OK
2a_hbm_bw,bw0.5TB_dec,8b,hbm_bw=0.5 TB/s (LPDDR5X) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,0.5,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,32143330,1370030080,2538811392,65.8491,79.7452,51.9529,30.9794,0.301556,0.86067,15.7968,memory-bound,5227.0,5077620.0,32143300.0,31.1107,0.0852,0.079,524.288,15.8,0.54,,2538811392,27.79,971.421,72.7,27.3,12288,,,,0.8,,OK
2a_hbm_bw,bw1.0TB_pd,8b,hbm_bw=1.0 TB/s (TPUv4) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,433698021,2149116346368,34354708480,62.5283,70.9035,54.153,36.534,26.6351,4.49981,7.92134,memory-bound,8198230.0,34354700.0,433698000.0,4724.49,9.9107,0.0792,524.288,7.92,62.56,211766.6,16766573,16.75,4.191,72.7,27.3,12288,,,,10.4,,OK
2a_hbm_bw,bw1.0TB_dec,8b,hbm_bw=1.0 TB/s (TPUv4) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,29668962,1370030080,2538811392,71.3408,86.3959,56.2857,24.9953,0.326705,0.932449,8.55713,memory-bound,5227.0,2538810.0,29669000.0,33.7053,0.0924,0.0856,524.288,8.56,0.54,,2538811392,30.11,485.711,72.7,27.3,12288,,,,0.8,,OK
