group,name,model,description,clock_ghz,array_rows,array_cols,bidirectional,systolic_units,vector_cores,access_cores,vec_simd,exp_lat,access_bw,dma_channels,hbm_bw_tb_s,hbm_lat_cycles,ibuf_kb,obuf_kb,stage_double_buffer,model_sram,tile_rows,tile_cols,mode,num_layers,hidden_dim,head_dim,intermediate_dim,num_q_heads,num_kv_heads,gqa_group,prompt_len,gen_steps,max_seq_len,kv_cache,cycles,MACs,hbm_bytes,systolic_util_pct,systolic_0_util_pct,systolic_1_util_pct,dma_util_pct,vec_util_pct,access_util_pct,roofline_eff_pct,roofline_bound,compute_bound_cyc,memory_bound_cyc,ttft_ns,decode_tps,tflops_achieved,hbm_bw_achieved_tb_s,tflops_peak,hbm_util_pct,arith_intensity,ttft_per_token_ns,bytes_per_token,systolic_imbalance,mem_compute_ratio,ffn_mac_pct,attn_mac_pct,ffn_attn_crossover_tok,pub_hbm_util_pct,pub_tps_bs1,calib_hbm_err_pct,wall_s,peak_rss_mb,status
1b_systolic_units,sys1x_pd,8b,systolic_units=1  (baseline=2) [mode=prefill_decode],1.0,256,256,True,1,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,1201974978,3633116872704,72110350336,89.1992,,,22.2477,9.20663,1.62471,2.99966,memory-bound,27718500.0,36055200.0,1201970000.0,426.798,6.0452,0.06,262.144,3.0,50.38,2347597.66,140565985,,1.301,79.2,20.8,21504,,,,17.6,,OK
1b_systolic_units,sys1x_dec,8b,systolic_units=1  (baseline=2) [mode=decode],1.0,256,256,True,1,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,238208682,7639138304,15077244928,94.3077,,,15.6043,0.103892,0.128415,3.16471,memory-bound,58282.0,7538620.0,238209000.0,4.198,0.0641,0.0633,262.144,3.16,0.51,,15077244928,,129.347,79.2,20.8,21504,,,,3.6,,OK
1b_systolic_units,sys2x_pd,8b,systolic_units=2  (baseline=2) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,17.7,,OK
1b_systolic_units,sys2x_dec,8b,systolic_units=2  (baseline=2) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.6,,OK
1b_systolic_units,sys3x_pd,8b,systolic_units=3  (baseline=2) [mode=prefill_decode],1.0,256,256,True,3,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,594114114,3633116872704,72110350336,60.1541,76.1255,52.8944,45.0101,18.6263,3.28701,6.06873,memory-bound,9239490.0,36055200.0,594114000.0,863.47,12.2304,0.1214,786.432,6.07,50.38,1160378.91,140565985,23.23,3.902,79.2,20.8,21504,,,,18.2,,OK
1b_systolic_units,sys3x_dec,8b,systolic_units=3  (baseline=2) [mode=decode],1.0,256,256,True,3,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,111946026,7639138304,15077244928,66.8921,87.8577,57.1228,33.2042,0.22107,0.273253,6.73416,memory-bound,19428.0,7538620.0,111946000.0,8.93288,0.1365,0.1347,786.432,6.73,0.51,,15077244928,30.73,388.029,79.2,20.8,21504,,,,3.6,,OK
1b_systolic_units,sys4x_pd,8b,systolic_units=4  (baseline=2) [mode=prefill_decode],1.0,256,256,True,4,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,522031522,3633116872704,72110350336,51.3452,72.6125,46.1455,51.2252,21.1982,3.74088,6.9067,memory-bound,6929620.0,36055200.0,522032000.0,982.699,13.9191,0.1381,1048.576,6.91,50.38,1019593.75,140565985,26.47,5.203,79.2,20.8,21504,,,,17.7,,OK
1b_systolic_units,sys4x_dec,8b,systolic_units=4  (baseline=2) [mode=decode],1.0,256,256,True,4,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,97020810,7639138304,15077244928,57.8869,85.9722,50.484,38.3122,0.255079,0.315289,7.77011,memory-bound,14571.0,7538620.0,97020800.0,10.3071,0.1575,0.1554,1048.576,7.77,0.51,,15077244928,35.49,517.371,79.2,20.8,21504,,,,3.6,,OK
1c_bidirectional,unidir_pd,8b,"bidirectional=False  (bidir=2 MACs/cell/cycle, unidir=1) [mode=prefill_decode]",1.0,256,256,False,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,939815906,3633116872704,72110350336,75.9055,85.569,66.2421,28.4536,11.7748,2.07792,3.83641,memory-bound,27718500.0,36055200.0,939816000.0,545.852,7.7316,0.0767,262.144,3.84,50.38,1835578.12,140565985,19.33,1.301,79.2,20.8,21504,,,,17.5,,OK
1c_bidirectional,unidir_dec,8b,"bidirectional=False  (bidir=2 MACs/cell/cycle, unidir=1) [mode=decode]",1.0,256,256,False,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,185909706,7639138304,15077244928,80.4012,92.7063,68.0961,19.994,0.133118,0.16454,4.05499,memory-bound,58282.0,7538620.0,185910000.0,5.37896,0.0822,0.0811,262.144,4.06,0.51,,15077244928,24.61,129.347,79.2,20.8,21504,,,,3.6,,OK
1c_bidirectional,bidir_pd,8b,"bidirectional=True  (bidir=2 MACs/cell/cycle, unidir=1) [mode=prefill_decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,17.8,,OK
1c_bidirectional,bidir_dec,8b,"bidirectional=True  (bidir=2 MACs/cell/cycle, unidir=1) [mode=decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.6,,OK
2a_hbm_bw,bw0.5TB_pd,8b,hbm_bw=0.5 TB/s (LPDDR5X) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,0.5,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,854720381,3633116872704,72110350336,62.7195,70.7905,54.6485,43.9323,12.9471,2.28479,16.8734,memory-bound,13859200.0,144221000.0,854720000.0,600.196,8.5013,0.0844,524.288,16.88,50.38,1669375.0,140565985,16.14,10.406,79.2,20.8,21504,,,,17.8,,OK
2a_hbm_bw,bw0.5TB_dec,8b,hbm_bw=0.5 TB/s (LPDDR5X) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,0.5,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,165582068,7639138304,15077244928,67.8362,78.2035,57.4689,36.0975,0.14946,0.18474,18.2112,memory-bound,29141.0,30154500.0,165582000.0,6.0393,0.0923,0.0911,524.288,18.22,0.51,,15077244928,20.73,1034.779,79.2,20.8,21504,,,,3.6,,OK
2a_hbm_bw,bw1.0TB_pd,8b,hbm_bw=1.0 TB/s (TPUv4) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,781662799,3633116872704,72110350336,68.5815,77.3975,59.7656,38.7933,14.1572,2.49834,9.22525,memory-bound,13859200.0,72110400.0,781663000.0,656.293,9.2959,0.0923,524.288,9.23,50.38,1526685.55,140565985,17.63,5.203,79.2,20.8,21504,,,,17.8,,OK
2a_hbm_bw,bw1.0TB_dec,8b,hbm_bw=1.0 TB/s (TPUv4) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,150541066,7639138304,15077244928,74.6139,86.017,63.2108,29.6679,0.164393,0.203198,10.0154,memory-bound,29141.0,15077200.0,150541000.0,6.64271,0.1015,0.1002,524.288,10.02,0.51,,15077244928,22.81,517.388,79.2,20.8,21504,,,,3.6,,OK
2a_hbm_bw,bw2.0TB_pd,8b,hbm_bw=2.0 TB/s (A100/default) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,17.8,,OK
2a_hbm_bw,bw2.0TB_dec,8b,hbm_bw=2.0 TB/s (A100/default) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.6,,OK
2a_hbm_bw,bw3.35TB_pd,8b,hbm_bw=3.35 TB/s (H100) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,726389139,3633116872704,72110350336,73.8002,83.2802,64.3201,34.7842,15.2344,2.68845,2.96335,memory-bound,13859200.0,21525500.0,726389000.0,706.233,10.0032,0.0993,524.288,2.96,50.38,1418728.52,140565985,18.96,1.553,79.2,20.8,21504,,,,17.8,,OK
2a_hbm_bw,bw3.35TB_dec,8b,hbm_bw=3.35 TB/s (H100) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,140016296,7639138304,15077244928,80.2225,92.4828,67.9623,24.3475,0.17675,0.218472,3.21439,memory-bound,29141.0,4500670.0,140016000.0,7.14203,0.1091,0.1077,524.288,3.21,0.51,,15077244928,24.52,154.445,79.2,20.8,21504,,,,3.6,,OK
2d_stage_doublebuf,sdb_OFF_pd,8b,stage_double_buffer=False  (baseline=ON) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,False,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,17.6,,OK
2d_stage_doublebuf,sdb_OFF_dec,8b,stage_double_buffer=False  (baseline=ON) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,False,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.6,,OK
2d_stage_doublebuf,sdb_ON_pd,8b,stage_double_buffer=True  (baseline=ON) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,17.7,,OK
2d_stage_doublebuf,sdb_ON_dec,8b,stage_double_buffer=True  (baseline=ON) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.6,,OK
3c_kv_cache,kv_on_pd,8b,kv_cache_enabled=True  (baseline=ON) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,18.1,,OK
3c_kv_cache,kv_on_dec,8b,kv_cache_enabled=True  (baseline=ON) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.6,,OK
3c_kv_cache,kv_off_pd,8b,kv_cache_enabled=False  (baseline=ON) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,False,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,17.6,,OK
3c_kv_cache,kv_off_dec,8b,kv_cache_enabled=False  (baseline=ON) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,False,143083274,7639138304,15009873920,78.503,90.5004,66.5055,25.9541,0.172962,0.580926,5.24515,memory-bound,29141.0,7504940.0,143083000.0,6.98894,0.1068,0.1049,524.288,5.24,0.51,,15009873920,23.99,257.539,79.2,20.8,21504,,,,3.6,,OK
4a_gqa_8b,kv32_MHA_pd,8b,8B kv_heads=32 gqa_group=1 (MHA — full KV) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,32,1,512,1,4096,True,765152994,4046239039488,80768180224,76.2282,82.1509,70.3054,37.5715,15.4925,3.16994,5.27791,memory-bound,15435200.0,40384100.0,765153000.0,670.454,10.5763,0.1056,524.288,5.28,50.1,1494439.45,157442846,11.85,2.616,71.2,28.8,21504,,,,19.2,,OK
4a_gqa_8b,kv32_MHA_dec,8b,8B kv_heads=32 gqa_group=1 (MHA — full KV) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,32,1,512,1,4096,True,147268394,8444444672,16889970688,82.6802,91.2161,74.1443,27.9947,0.178476,0.746941,5.73442,memory-bound,32213.0,8444990.0,147268000.0,6.79032,0.1147,0.1147,524.288,5.73,0.5,,16889970688,17.07,262.161,71.2,28.8,21504,,,,3.9,,OK
4a_gqa_8b,kv8_GQA-4_pd,8b,8B kv_heads=8 gqa_group=4 (GQA-4 — default Llama-3-8B) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,8,4,512,1,4096,True,743768866,3633116872704,72110350336,72.0757,81.321,62.8304,35.9536,14.8785,2.62563,4.84763,memory-bound,13859200.0,36055200.0,743769000.0,689.73,9.7695,0.097,524.288,4.85,50.38,1452673.83,140565985,18.49,2.602,79.2,20.8,21504,,,,18.2,,OK
4a_gqa_8b,kv8_GQA-4_dec,8b,8B kv_heads=8 gqa_group=4 (GQA-4 — default Llama-3-8B) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,8,4,512,1,4096,True,143083274,7639138304,15077244928,78.503,90.5004,66.5055,25.9784,0.172962,0.213789,5.2687,memory-bound,29141.0,7538620.0,143083000.0,6.98894,0.1068,0.1054,524.288,5.27,0.51,,15077244928,23.99,258.695,79.2,20.8,21504,,,,3.7,,OK
4a_gqa_8b,kv4_GQA-8_pd,8b,8B kv_heads=4 gqa_group=8 (GQA-8) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,4,8,512,1,4096,True,740623138,3564263178240,70667378688,71.3199,81.1288,61.5111,35.6547,14.7643,2.53042,4.77081,memory-bound,13596600.0,35333700.0,740623000.0,692.66,9.625,0.0954,524.288,4.77,50.44,1446529.3,137753175,19.62,2.599,80.8,19.2,21504,,,,17.4,,OK
4a_gqa_8b,kv4_GQA-8_dec,8b,8B kv_heads=4 gqa_group=8 (GQA-8) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,4,8,512,1,4096,True,142424842,7504920576,14775123968,77.7615,90.3666,65.1565,25.6238,0.171964,0.12185,5.18699,memory-bound,28629.0,7387560.0,142425000.0,7.02125,0.1054,0.1037,524.288,5.18,0.51,,14775123968,25.21,258.045,80.8,19.2,21504,,,,3.5,,OK
4a_gqa_8b,kv2_GQA-16_pd,8b,8B kv_heads=2 gqa_group=16 (GQA-16) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,2,16,512,1,4096,True,739042082,3529836331008,69945892864,70.9405,81.0363,60.8446,35.5047,14.7071,2.48254,4.7322,memory-bound,13465300.0,34972900.0,739042000.0,694.142,9.5525,0.0946,524.288,4.73,50.47,1443441.41,136346770,20.19,2.597,81.6,18.4,21504,,,,17.4,,OK
4a_gqa_8b,kv2_GQA-16_dec,8b,8B kv_heads=2 gqa_group=16 (GQA-16) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,2,16,512,1,4096,True,142095626,7437811712,14624063488,77.3882,90.2993,64.4772,25.4453,0.171462,0.0755604,5.14585,memory-bound,28373.0,7312030.0,142096000.0,7.03751,0.1047,0.1029,524.288,5.15,0.51,,14624063488,25.82,257.711,81.6,18.4,21504,,,,3.5,,OK
4a_gqa_8b,kv1_MQA_pd,8b,8B kv_heads=1 gqa_group=32 (MQA — minimum KV bandwidth) [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,32,4096,128,14336,32,1,32,512,1,4096,True,738267874,3512622907392,69585149952,70.7485,80.9882,60.5089,35.4287,14.678,2.45847,4.71273,memory-bound,13399600.0,34792600.0,738268000.0,694.87,9.5158,0.0943,524.288,4.71,50.48,1441929.69,135643567,20.48,2.597,82.0,18.0,21504,,,,17.3,,OK
4a_gqa_8b,kv1_MQA_dec,8b,8B kv_heads=1 gqa_group=32 (MQA — minimum KV bandwidth) [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,32,4096,128,14336,32,1,32,512,1,4096,True,141939146,7404257280,14548533248,77.1965,90.2776,64.1155,25.3543,0.1712,0.0523323,5.12492,memory-bound,28245.0,7274270.0,141939000.0,7.04527,0.1043,0.1025,524.288,5.12,0.51,,14548533248,26.16,257.542,82.0,18.0,21504,,,,3.5,,OK
